id,quote,character,train
1261,"No. I mean, I don’t know, I don’t think so.",Pam,True
1262,It’s not. It’s different. But it’s a good book.,Jim,True
1263,Yep.,Jim,True
1264,Can’t do that.,Jim,True
1265,Hello. No. My name’s Michael Scott. Hello.,Michael,True
1266,What?,Jim,True
1267,"There’s not going to be downsizing Dwight, OK? I just, I need to know a little bit more about my friend.",Michael,True
1268,Are you kidding me?,Michael,True
1269,"When I was seven, my mother hired a pony and a cart to come to my house for all the kids… and… I got a really bad rash from the pony, and all the kids got to ride the pony and I had to go inside, and my mother was rubbing cream on me… for probably three hours, and I never came outside. And by the time I got out the pony was already in the truck. And around the corner. So that was my worst birthday.",Michael,True
1270,Bye.,Jim,True
1271,What are you doing? Those are my keys.,Dwight,True
1272,I don’t like that.,Jim,True
1273,Yeah.,Michael,True
1274,Yes?,Michael,True
1275,This is how business…,Dwight,True
1276,"Oh, but, hey, Jim.",Pam,True
1277,No.,Dwight,True
1278,"I am on the first hot sale streak of my life. I think it all comes from feeding Cece, because no matter how much she resists, I sell her those carrots. Let’s be honest–if I can make mushed carrots seem better than a boob… I can pretty much sell anything.",Jim,True
1279,"Uh, that is Creed Bratton. He has four toes and he fought in the Civil war.",Pam,True
1280,What is it?,Michael,True
1281,Old fashioned raid. Sales on Accounting. Yeah. Follow my lead.,Michael,True
1282,"Dwight, shh shh. Dwight. Leave him alone.",Michael,True
1283,"Alright, in my defense…",Michael,True
1284,"So what is going on, girl in the computer?",Jim,True
1285,"It’s fine. Erin, you’re going to go. And you’re going to make sure Michael tells the truth.",Pam,True
1286,How are you?,Jim,True
1287,They don’t hate you.,Pam,True
1288,Natch.,Dwight,True
1289,Yeah!,Dwight,True
1290,"Oh, don’t worry about it. I mean, it’s better than listening to Michael play a conch shell… which is what I was doing. Oh, also, Michael went to Jamaica with Jan!",Pam,True
1291,Oh.,Dwight,True
1292,"Wuuuoooh, hey, whoa, Jan—",Michael,True
1293,Why?,Michael,True
1294,"I told Dwight that there is honor in losing. Which, as we all know, is completely ridiculous, but there is, however, honor in making a loser feel better which is what I just did for Dwight. Would I rather be feared or loved? Um, easy. Both. I want people to be afraid of how much they love me. And I think I proved that today at the dojo.",Michael,True
1295,No. I haven’t finished writing. Did you sneeze it off? That’s it. No more. Ok. Who else? Who else? Everybody’s getting their chance.,Michael,True
1296,"OK, good. Thank you. Wanna take our time, do this right.",Michael,True
1297,Still.,Dwight,True
1298,What?,Michael,True
1299,"She doesn’t need an internet presence, you just know.",Michael,True
1300,Sure we’ll go.,Jim,True
1301,"Dwight, not now, we’ve been robbed.",Michael,True
1302,"You know, this office sort of has a perfect Feng Shui to it, so… you know, let’s not go overboard with the re-decorating, and I’m still here-",Michael,True
1303,"For you, job well done.",Michael,True
1304,Bat birth control,Jim,True
1305,I am not budging on the hat issue.,Michael,True
1306,"Oh, hey Michael! I’m just going to go to Carbondale to price some shredders. I’ll see you later.",Pam,True
1307,"Michael, it’s time.",Dwight,True
1308,And…,Pam,True
1309,Well thanks.,Pam,True
1310,Very good.,Dwight,True
1311,"Okay, I’m Aquaman. Where does he live, guys?",Michael,True
1312,I’m not good at jokes.,Dwight,True
1313,Just…,Michael,True
1314,"Sasquatches are the strongest animal on the planet! So fine, call me a Sasquatch!",Dwight,True
1315,…to consolidate power.,Dwight,True
1316,"Gets to go home. Ooh! I say ‘dance,’ they say ‘how high?’ Here we go. Oh, no. No, no, no. Butt to high. Disqualified!",Michael,True
1317,You know what? I deserve a bump.,Michael,True
1318,"No. And that’s not me being mean, Dwight. That is based on your past behavior.",Michael,True
1319,"Good afternoon Iris, it’s a pleasure.",Pam,True
1320,"Thank you. Oh, thank you very much. Appreciate it.",Jim,True
1321,"Oh yes I will! That mall is corrupt, ok! They’re “appearance”ists!",Dwight,True
1322,"Jim, you have high blood pressure.",Pam,True
1323,Are those real pearls?,Dwight,True
1324,Pretty good.,Jim,True
1325,"Yeah, okay, I did that. Rookie mistake.",Michael,True
1326,"That rhymes, so what have we on the docket today?",Jim,True
1327,Same thing.,Dwight,True
1328,Okay.,Michael,True
1329,"Seriously, where the hell is Dwight? Hey, call my cell phone. It’ll make it easier for him to find.",Michael,True
1330,"Michael, this is a conference room meeting.",Jim,True
1331,"Our company is worth nothing. That’s the difference between you and I. Business isn’t about money to me, David. If tomorrow my company goes under, I will just start another paper company. And then another and another and another. I have no shortage of company names.",Michael,True
1332,"She’s got a ton of great qualities. She’s young, she’s beautiful, genes so pure you could lick them. Her family admires me, my family tolerates hers. A lot of them are the same people because we’re third cousins, which is great for bloodlines and isn’t technically incest.",Dwight,True
1333,"No, you won’t, because he’s not picking up his phone.",Jim,True
1334,Yeah. Do you think she’s hot?,Pam,True
1335,"Let me paint you a picture of a little girl from southern India, who despite being welcomed into this country will now spend the rest of her life in prison for a crime she did commit.",Dwight,True
1336,"Hmm, that logic’s air-tight, but unfortunately it wasn’t conceived here. Burning man, port-o-potty.",Jim,True
1337,I think it’s inappropriate to date someone you work with.,Dwight,True
1338,"Of course, yeah, yeah, yeah.",Michael,True
1339,I do okay.,Michael,True
1340,What difference does it make whether your here?,Michael,True
1341,"All right, I’m gonna go now.",Jim,True
1342,"Uh, you know what though? I feel like I already sicked him on Pam… we’ll give her a break. Let’s think of someone else.",Jim,True
1343,Getting my wife a week off from work.,Jim,True
1344,...,Dwight,True
1345,Are you serious?,Dwight,True
1346,"Ah! Classic, right?",Jim,True
1347,"That is fantastic. It’s good, but it’s not good enough. Keep working. And here’s Pam. She’s our international sales consultant.",Michael,True
1348,"I would like to file a huge, enormous, massive complaint about the tallest guy in our office.",Dwight,True
1349,You want rabies? Be my guest.,Dwight,True
1350,"No, we have to cancel the party.",Michael,True
1351,"Well, okay… And Andy, Andy who needs confidence that he is a great salesman. I give you, my clients, our ten most important accounts.",Michael,True
1352,Did you even read the memo?,Dwight,True
1353,"For instance, the time I brought in deer jerky for the whole office.",Dwight,True
1354,Safety violation. I could fall and pierce an organ.,Dwight,True
1355,"No, he didn’t go behind my back. He went over my head.",Michael,True
1356,"Hit him! Hit him, Chicken.",Dwight,True
1357,That is full of soup.,Michael,True
1358,"Okay, you know what? Just do your best buddy! Okay, Oscar, you are very smart, and you have a gigantic education. And, I think of you as my scarecrow, because you gave me a brain. So that’s why I made you this.",Michael,True
1359,"You know what? You had your chance. You’re no leader. Out of your seat, let’s blast!",Dwight,True
1360,"Hey! Hi, good to see you.",Michael,True
1361,"Okay, uh, well, one is taken.",Michael,True
1362,So… what else is up? Mich-,Dwight,True
1363,"It looks like a It looks like it was made by a two year old monkey on a farm! He just accepted, accepted that I put all this work into it! He has the lowest opinion of me, of anybody!",Michael,True
1364,“I state my regret.”,Dwight,True
1365,Clark ended the whole thing with a karate demonstration. Did you know there was a belt above black?,Jim,True
1366,"Oh wow, you weren’t kidding.",Pam,True
1367,"I just want to know, from the horse’s mouth, what is the dealio?",Michael,True
1368,Come on. He’ll listen to you.,Jim,True
1369,Yeah.,Michael,True
1370,Just do it.,Jim,True
1371,"Well, it saves time, you know. ‘Cause we could just meet in the parking lot every morning. Walk in together. Perfect.",Jim,True
1372,"Yes, I can ride a bike. I take spinning classes three times a month. I think I know how to ride a bike.",Michael,True
1373,"You know, I may have underestimated you. You’re not a total ass.",Dwight,True
1374,I am. I am the office administrator!,Pam,True
1375,Give it back to me now.,Pam,True
1376,My heart says…,Michael,True
1377,"Well, if that’s the way you feel, my lady, then you have hurt me greatly.",Michael,True
1378,Okay.,Pam,True
1379,A little bit.,Pam,True
1380,Yes.,Michael,True
1381,Oh. Is that like your new thing?,Jim,True
1382,Very cute.,Jim,True
1383,"That’s cool. Mm, good stuff.",Pam,True
1384,"Okay, everybody! After you walk the runway everyone has to vote for who gets the coupon book. And you can’t vote for yourself.",Pam,True
1385,"Oh, yeah… Maybe.",Pam,True
1386,"Oh, okay.",Michael,True
1387,"They say the best vampires don’t bleed their victims dry, but give them the strength so that they can bounce back only to be fed on again. I spared Pam, and I may feast off of her profits for years to come. I let Pam win. Haha, oh. I was not motivated by compassion. I have no compassion. Make sure you got that. Not motivated by compassion.",Dwight,True
1388,"You threw the summoning bag at me, sir?",Jim,True
1389,"Wow. Um, ok.",Jim,True
1390,"Hey, I’m the one who has to sit next to this weirdo when Jim’s away. I’m in a position where I’m rooting for Nate, and that just feels wrong. Forget it. I need to work on my mural. I have some pointy trees that I need to round off.",Pam,True
1391,"No, Carol. You walk out that door and it is over.",Michael,True
1392,"Well, I’m texting him, so.",Michael,True
1393,"Aww, nuts.",Jim,True
1394,"Um… uh, OK. Well, great, well, you know, it’ll be a surprise.",Michael,True
1395,"Yes. Yes they were living together. Yes and you know what? You can’t expect them to be careful every time. Because, frankly, it’s just a different sensation.",Michael,True
1396,Okay. Well… that’s random. I will dig into those later.,Michael,True
1397,Any emails today?,Michael,True
1398,Give me the dice!,Dwight,True
1399,"And… also, Phyllis, Stanley says that you cry too much, and that bugs him.",Michael,True
1400,"I don’t like the tone here… this is a place of business, you are to listen to others, you are to give others respect, and you are to keep your personal issues out of it.",Michael,True
1401,"What happened, did he do it?",Jim,True
1402,Nope.,Jim,True
1403,What would you have done? Been manager?,Dwight,True
1404,Okay. How about a woman? Pam?,Michael,True
